NAME,ADDRESS,CITY,STATE,ZIP,API ADDRESS,LAT,LONG,COUNTY,PHONE,MED/SURG BEDS
ST LUKES THE WOODLANDS HOSPITAL,17200 ST LUKES WAY,THE WOODLANDS,TX,77384,"17200 St Lukes Way, Conroe, TX 77384",30.205221,-95.458625,MONTGOMERY,9362662000,154
ST MARKS MEDICAL CENTER,ONE ST MARKS PLACE,LA GRANGE,TX,78945,"1 St Marks Pl, La Grange, TX 78945",29.935159,-96.876747,FAYETTE,9792422102,38
ST MICHAELS ELITE HOSPITAL,16000 SOUTHWEST FREEWAY SUITE 100,SUGAR LAND,TX,77479,"16000 Southwest Fwy, Ste 100, Sugar Land, TX 77479",29.598135,-95.624316,FORT BEND,2819804357,7
STARR COUNTY MEMORIAL HOSPITAL,128 NORTH FM ROAD 3167,RIO GRANDE CITY,TX,78582,"128 N FM 3167, Rio Grande City, TX 78582",26.376663,-98.858984,STARR,9564875561,45
STAT SPECIALTY HOSPITAL,2600 VETERANS BLVD,DEL RIO,TX,78840,"2600 Veterans Blvd, Del Rio, TX 78840",29.399768,-100.905006,VAL VERDE,8304983000,3
STAT SPECIALTY HOSPITAL OF EAGLE PASS,2114 N VETERANS BLVD,EAGLE PASS,TX,78852,"2114 N Veterans Blvd, Eagle Pass, TX 78852",28.720425,-100.476064,MAVERICK,8305223000,4
STAT SPECIALTY HOSPITAL OF LAREDO,2502 NE BOB BULLOCK LOOP,LAREDO,TX,78045,"2518 NE Bob Bullock Loop, Laredo, TX 78045",27.613834,-99.467364,WEBB,9567913000,4
STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA,BRECKENRIDGE,TX,76424,"200 S Geneva Ave, Breckenridge, TX 76424",32.754072,-98.88745,STEPHENS,2545592241,37
STONEWALL MEMORIAL HOSPITAL,821 N BROADWAY,ASPERMONT,TX,79502,"821 N Broadway St, Aspermont, TX 79502",33.150522,-100.229136,STONEWALL,9409893551,20
SURGERY SPECIALTY HOSPITALS OF AMERICA SOUTHEAST HOUSTON,4301-B VISTA,PASADENA,TX,77504,"Pasadena, TX 77504",29.645312,-95.176291,HARRIS,7133783000,32
SWEENY COMMUNITY HOSPITAL,305 NORTH MCKINNEY STREET,SWEENY,TX,77480,"305 N McKinney St, Sweeny, TX 77480",29.048286,-95.691495,BRAZORIA,9795481598,18
SWISHER MEMORIAL HOSPITAL,539 SE 2ND ST,TULIA,TX,79088,"539 SE 2nd St, Tulia, TX 79088",34.535991,-101.756011,SWISHER,8069953581,20
TEXARKANA EMERGENCY CENTER & HOSPITAL,4646 COWHORN CREEK RD,TEXARKANA,TX,75503,"4646 Cowhorn Creek Rd, Texarkana, TX 75503",33.458183,-94.075751,BOWIE,7136600557,4
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 W RANDOL MILL RD,ARLINGTON,TX,76012,"800 W Randol Mill Rd, Arlington, TX 76012",32.751423,-97.114841,TARRANT,8179606535,223
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLANO,6020 WEST PARKER ROAD,PLANO,TX,75093,"6020 W Parker Rd, Plano, TX 75093",33.043741,-96.831958,COLLIN,9724032700,18
TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,10864 TEXAS HEALTH TRL,FORT WORTH,TX,76244,"10864 Texas Health Trl, Fort Worth, TX 76244",32.897857,-97.314045,TARRANT,6822122000,76
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,108 DENVER TRL,AZLE,TX,76020,"108 Denver Trl, Azle, TX 76020",32.880904,-97.533101,TARRANT,8174448600,30
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,TX,76033,"201 Walls Dr, Cleburne, TX 76033",32.331749,-97.438415,JOHNSON,8176412551,130
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,1301 PENNSYLVANIA AVE,FORT WORTH,TX,76104,"1301 Pennsylvania Ave, Fort Worth, TX 76104",32.736811,-97.33891,TARRANT,8172502000,460
TEXAS HEALTH HARRIS METHODIST HOSPITAL HURST-EULESS-BEDFORD,1600 HOSPITAL PKWY,BEDFORD,TX,76022,"1600 Hospital Pkwy, Bedford, TX 76022",32.835072,-97.123334,TARRANT,8178484602,162
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1545 E SOUTHLAKE BLVD,SOUTHLAKE,TX,76092,"1545 E Southlake Blvd, Southlake, TX 76092",32.939617,-97.128412,TARRANT,8177488780,17
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST FORT WORTH,6100 HARRIS PKWY,FORT WORTH,TX,76132,"6100 Harris Pkwy, Fort Worth, TX 76132",32.657808,-97.420746,TARRANT,8174335000,96
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILLE,411 N BELKNAP ST,STEPHENVILLE,TX,76401,"411 N Belknap St, Stephenville, TX 76401",32.222262,-98.204054,ERATH,2549651500,89
TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,811 WRIGHT ST,ARLINGTON,TX,76012,"811 Wright St, Arlington, TX 76012",32.748355,-97.117026,TARRANT,8179603500,27
TEXAS HEALTH HOSPITAL CLEARFORK,5400 CLEARFORK MAIN ST,FORT WORTH,TX,76109,"5400 Clearfork Main St, Fort Worth, TX 76109",32.707511,-97.402192,TARRANT,8174337010,48
TEXAS HEALTH HOSPITAL FRISCO,12400 DALLAS PKWY,FRISCO,TX,75033,"12400 Dallas Pkwy, Frisco, TX 75033",33.181516,-96.837082,COLLIN,4694952000,30
TEXAS HEALTH HOSPITAL MANSFIELD,2300 LONE STAR ROAD,MANSFIELD,TX,76063,"2300 Lone Star Rd, Mansfield, TX 76063",32.537001,-97.099405,JOHNSON,6823415000,36
TEXAS HEALTH HOSPITAL ROCKWALL,3150 HORIZON ROAD,ROCKWALL,TX,75032,"3150 Horizon Rd, Rockwall, TX 75032",32.884889,-96.465807,ROCKWALL,4696981000,32
TEXAS HEALTH HUGULEY HOSPITAL,11801 SOUTH FREEWAY,BURLESON,TX,76028,"11801 South Fwy, Burleson, TX 76028",32.586584,-97.316183,TARRANT,8172939110,179
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPY N,ALLEN,TX,75013,"1105 N Central Expy, Allen, TX 75013",33.116231,-96.673545,COLLIN,9727471000,45
TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,8200 WALNUT HILL LN,DALLAS,TX,75231,"8200 Walnut Hill Ln, Dallas, TX 75231",32.879541,-96.761274,DALLAS,2143456789,582
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 I 35 NORTH,DENTON,TX,76201,"3008 S I-35 E, Denton, TX 76210",33.17919,-97.099445,DENTON,9408987191,189
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,4400 LONG PRAIRIE ROAD,FLOWER MOUND,TX,75028,"4400 Long Prairie Rd, Flower Mound, TX 75028",33.045566,-97.06763,DENTON,4693227000,56
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL DRIVE,KAUFMAN,TX,75142,"850 Ed Hall Dr, Kaufman, TX 75142",32.59219,-96.318447,KAUFMAN,9729327200,73
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,PLANO,TX,75093,"6200 W Parker Rd, Plano, TX 75093",33.044047,-96.838405,COLLIN,9729818000,184
TEXAS HEALTH SPECIALTY HOSPITAL FORT WORTH,1301 PENNSYLVANIA AVENUE 4TH FLOOR,FORT WORTH,TX,76104,"1301 Pennsylvania Ave, Fl 4, Fort Worth, TX 76104",32.736811,-97.33891,TARRANT,8172505500,15
TEXAS INSTITUTE FOR SURGERY AT TEXAS HEALTH PRESBYTERIAN DALLAS,7115 GREENVILLE AVENUE,DALLAS,TX,75231,"7115 Greenville Ave, Dallas, TX 75231",32.876896,-96.762109,DALLAS,2146475300,9
TEXAS ORTHOPEDIC HOSPITAL,7401 SOUTH MAIN,HOUSTON,TX,77030,"7401 S Main St, Houston, TX 77030",29.701402,-95.409,HARRIS,7137943498,39
TEXAS RURAL HOSPITALS,300 EAST CROCKETT,CLEVELAND,TX,77327,"300 E Crockett St, Cleveland, TX 77327",30.341966,-95.085732,LIBERTY,2815925410,10
TEXAS SURGICAL HOSPITAL,2301 MARSH LANE,PLANO,TX,75093,"2301 Marsh Ln, Plano, TX 75093",33.030867,-96.852574,COLLIN,9728202600,26
TEXOMA MEDICAL CENTER,5016 SOUTH US HIGHWAY 75,DENISON,TX,75020,"5016 S US Highway 75, Denison, TX 75020",33.710009,-96.584679,GRAYSON,9034164000,210
THE COLONY ER HOSPITAL,4780 STATE HWY 121,THE COLONY,TX,75056,"4780 State Rte 121, The Colony, TX 75056",33.0662,-96.8854,DENTON,2144692500,2
THE CORPUS CHRISTI MEDICAL CENTER - NORTHWEST,13725 NORTHWEST BLVD,CORPUS CHRISTI,TX,78410,"13725 Northwest Blvd, Corpus Christi, TX 78410",27.856257,-97.634527,NUECES,3617674300,48
THE CORPUS CHRISTI MEDICAL CENTER - THE HEART HOSPITAL,7002 WILLIAMS DRIVE,CORPUS CHRISTI,TX,78413,"7002 Williams Dr, Corpus Christi, TX 78412",27.692506,-97.347324,NUECES,3617616800,48
THE HEIGHTS HOSPITAL,1917 ASHLAND ST,HOUSTON,TX,77008,"1917 Ashland St, Houston, TX 77008",29.803651,-95.40423,HARRIS,3463961314,34
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,5656 BEE CAVES ROAD STE M-302,AUSTIN,TX,78746,"5656 Bee Caves Rd, Ste M302, West Lake Hills, TX 78746",30.294981,-97.824442,TRAVIS,5123270000,21
THE HOSPITALS OF PROVIDENCE EAST CAMPUS,3280 JOE BATTLE BOULEVARD,EL PASO,TX,79938,"3280 Joe Battle Blvd, El Paso, TX 79938",31.790579,-106.264899,EL PASO,9158322000,162
THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS,13600 HORIZON BOULEVARD SUITE 100,HORIZON CITY,TX,79928,"13600 Horizon Blvd, Ste 100, Horizon City, TX 79928",31.681881,-106.207809,EL PASO,9154077878,8
THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,2001 NORTH OREGON STREET,EL PASO,TX,79902,"2001 N Oregon St, El Paso, TX 79902",31.771502,-106.499726,EL PASO,9155776011,280
THE HOSPITALS OF PROVIDENCE NORTHEAST CAMPUS,11274 MCCOMBS STREET,EL PASO,TX,79934,"11274 McCombs St, El Paso, TX 79934",31.93777,-106.406879,EL PASO,2812922450,8
THE HOSPITALS OF PROVIDENCE SIERRA CAMPUS,1625 MEDICAL CENTER DRIVE,EL PASO,TX,79902,"1625 Medical Center St, El Paso, TX 79902",31.777611,-106.480389,EL PASO,9157474000,225
THE HOSPITALS OF PROVIDENCE SPINE & PAIN MANAGEMENT CENTER,1755 CURIE DRIVE SUITE A,EL PASO,TX,79902,"1755 Curie Dr, Ste A, El Paso, TX 79902",31.779974,-106.47751,EL PASO,9157471300,23
THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,2000 TRANSMOUNTAIN RD,EL PASO,TX,79911,"El Paso, TX 79911",31.892468,-106.542594,EL PASO,9158778136,75
THE MEDICAL CENTER OF SOUTHEAST TEXAS,2555 JIMMY JOHNSON BLVD,PORT ARTHUR,TX,77640,"2555 Jimmy Johnson Blvd, Port Arthur, TX 77640",29.933896,-93.988304,JEFFERSON,4098535902,131
THE MEDICAL CENTER OF SOUTHEAST TEXAS BEAUMONT CAMPUS,6025 METROPOLITAN DR,BEAUMONT,TX,77706,"6025 Metropolitan Dr, Beaumont, TX 77706",30.112302,-94.169576,JEFFERSON,4098535902,12
THE PHYSICIANS CENTRE HOSPITAL,3131 UNIVERSITY DRIVE EAST,BRYAN,TX,77802,"3131 University Dr E, Bryan, TX 77802",30.650542,-96.297632,BRAZOS,9797313930,16
THE WOMANS HOSPITAL OF TEXAS,7600 FANNIN STREET,HOUSTON,TX,77054,"7600 Fannin St, Houston, TX 77054",29.693102,-95.402355,HARRIS,7137901234,45
THROCKMORTON COUNTY MEMORIAL HOSPITAL,802 NORTH MINTER AVENUE,THROCKMORTON,TX,76483,"802 N Minter Ave, Throckmorton, TX 76483",33.189679,-99.176697,THROCKMORTON,9408492151,14
TITUS REGIONAL MEDICAL CENTER,2001 NORTH JEFFERSON,MOUNT PLEASANT,TX,75455,"2001 N Jefferson Ave, Mount Pleasant, TX 75455",33.175741,-94.971816,TITUS,9035776000,128
TMC BONHAM HOSPITAL,504 LIPSCOMB,BONHAM,TX,75418,"504 Lipscomb St, Bonham, TX 75418",33.576622,-96.167374,FANNIN,9035838585,25
TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,HOUSTON,TX,77090,"17080 Red Oak Dr, Houston, TX 77090",30.018647,-95.443973,HARRIS,2819437400,15
TOWNSEN MEMORIAL HOSPITAL,1475 FM 1960 BYPASS E,HUMBLE,TX,77338,"1475 Farm To Market Rd 1960 Bypass Rd, Humble, TX 77338",30.004874,-95.25273,HARRIS,2813699001,5
TRINITY REGIONAL HOSPITAL SACHSE,4750 PRESIDENT GEORGE BUSH HIGHWAY,SACHSE,TX,75048,"4750 N President George Bush Hwy, Garland, TX 75048",32.952375,-96.578784,DALLAS,4692982599,28
TYLER CONTINUE CARE HOSPITAL,800 E DAWSON 4TH FLOOR,TYLER,TX,75701,"800 E Dawson St, Fl 4, Tyler, TX 75701",32.342624,-95.291902,SMITH,9035314943,51
TYLER COUNTY HOSPITAL,1100 WEST BLUFF STREET,WOODVILLE,TX,75979,"1100 W Blf, Woodville, TX 75979",30.775328,-94.426761,TYLER,4092836400,49
UNITED MEMORIAL MEDICAL CENTER,510 WEST TIDWELL ROAD,HOUSTON,TX,77091,"510 W Tidwell Rd, Houston, TX 77091",29.847916,-95.408636,HARRIS,2816188505,101
UNITED MEMORIAL MEDICAL CENTER - MID-CITIES HOSPITAL,1612 HURST TOWN CENTER DR,HURST,TX,76054,"1612 Hurst Town Center Dr, Hurst, TX 76054",32.843009,-97.188187,TARRANT,8178868584,23
UNITED MEMORIAL MEDICAL CENTER - NORTH HOSPITAL,16750 RED OAK DR,HOUSTON,TX,77090,"16811 Red Oak Dr, Houston, TX 77090",30.014633,-95.44249,HARRIS,2814537110,8
UNITED MEMORIAL MEDICAL CENTER - SUGAR LAND HOSPITAL,1211 HWY 6 #70,SUGAR LAND,TX,77478,"1211 Highway 6, Ste 70, Sugar Land, TX 77478",29.605552,-95.635752,FORT BEND,2812383900,6
UNITED REGIONAL HEALTH CARE SYSTEM,1600 11TH STREET,WICHITA FALLS,TX,76301,"1600 11th St, Wichita Falls, TX 76301",33.902797,-98.500328,WICHITA,9407648313,219
UNIVERSITY HOSPITAL,4502 MEDICAL DRIVE,SAN ANTONIO,TX,78229,"4502 Medical Dr, San Antonio, TX 78229",29.508584,-98.578904,BEXAR,2103584000,529
UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,LUBBOCK,TX,79415,"602 Indiana Ave, Lubbock, TX 79415",33.588252,-101.892086,LUBBOCK,8067758200,200
UNIVERSITY MEDICAL CENTER OF EL PASO,4815 ALAMEDA AVENUE,EL PASO,TX,79905,"4815 Alameda Ave, El Paso, TX 79905",31.771335,-106.434012,EL PASO,9155441200,247
USMD HOSPITAL AT ARLINGTON,801 WEST I-20,ARLINGTON,TX,76017,"801 W I-20 I 20, Arlington, TX 76017",32.679522,-97.117876,TARRANT,8174723400,30
UT HEALTH EAST TEXAS ATHENS HOSPITAL,2000 SOUTH PALESTINE STREET,ATHENS,TX,75751,"2000 S Palestine St, Athens, TX 75751",32.17114,-95.843843,HENDERSON,9036761000,100
UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,409 COTTAGE ROAD,CARTHAGE,TX,75633,"409 Cottage Rd, Carthage, TX 75633",32.166161,-94.34667,PANOLA,9036933841,36
UT HEALTH EAST TEXAS HENDERSON HOSPITAL,300 WILSON STREET,HENDERSON,TX,75652,"300 Wilson St, Henderson, TX 75652",32.161579,-94.796235,RUSK,9036577541,63
UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,501 SOUTH RAGSDALE STREET,JACKSONVILLE,TX,75766,"501 S Ragsdale St, Jacksonville, TX 75766",31.961126,-95.270679,CHEROKEE,9035415100,61
UT HEALTH EAST TEXAS LONG TERM ACUTE CARE,1000 S BECKHAM AVENUE 5TH FLOOR,TYLER,TX,75701,"1000 S Beckham Ave, Fl 5, Tyler, TX 75701",32.338206,-95.291088,SMITH,9035963600,36
UT HEALTH EAST TEXAS PITTSBURG HOSPITAL,2701 US HIGHWAY 271 NORTH,PITTSBURG,TX,75686,"2701 US Highway 271 N, Pittsburg, TX 75686",33.03256,-94.961354,CAMP,9039465500,21
UT HEALTH EAST TEXAS QUITMAN HOSPITAL,117 N WINNSBORO STREET,QUITMAN,TX,75783,"211 Winnsboro St, Quitman, TX 75783",32.798584,-95.442895,WOOD,9037636300,25
UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,1000 SOUTH BECKHAM AVENUE,TYLER,TX,75701,"1000 S Beckham Ave, Tyler, TX 75701",32.338206,-95.291088,SMITH,9035970351,319
UVALDE MEMORIAL HOSPITAL,1025 GARNER FIELD ROAD,UVALDE,TX,78801,"1025 Garner Field Rd, Uvalde, TX 78801",29.214629,-99.767805,UVALDE,8302786251,15
VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVENUE,DEL RIO,TX,78840,"801 Bedell Ave, Del Rio, TX 78840",29.374882,-100.892371,VAL VERDE,8307758566,85
VALLEY BAPTIST MEDICAL CENTER,2101 PEASE ST,HARLINGEN,TX,78550,"2101 Pease St, Harlingen, TX 78550",26.17459,-97.671586,CAMERON,9563891674,386
VALLEY BAPTIST MEDICAL CENTER - BROWNSVILLE,1040 W JEFFERSON ST,BROWNSVILLE,TX,78520,"W Jefferson St, Brownsville, TX 78520",25.916015,-97.509916,CAMERON,9566985421,163
VALLEY BAPTIST MICRO-HOSPITAL WESLACO,1021 W INTERSTATE 2,WESLACO,TX,78596,"1025 E I-2, Weslaco, TX 78599",26.173507,-97.981766,HIDALGO,9563891736,8
VALLEY REGIONAL MEDICAL CENTER,100A E ALTON GLOOR BLVD,BROWNSVILLE,TX,78526,"100 E Alton Gloor Blvd, Brownsville, TX 78526",25.980037,-97.497577,CAMERON,9563507000,128
VAN ZANDT REGIONAL HOSPITAL,707 NORTH WALDRIP ST,GRAND SALINE,TX,75140,"707 N Waldrip St, Grand Saline, TX 75140",32.680508,-95.723086,VAN ZANDT,9039136303,45
VIBRA HOSPITAL OF RICHARDSON,401 WEST CAMPBELL ROAD SUITE 300,RICHARDSON,TX,75080,"401 W Campbell Rd, Ste 300, Richardson, TX 75080",32.974164,-96.726424,DALLAS,4693297300,14
VIBRA SPECIALTY HOSPITAL,2700 WALKER WAY,DESOTO,TX,75115,"2700 Walker Way, Desoto, TX 75115",32.64511,-96.883458,DALLAS,9722981100,28
W J MANGOLD MEMORIAL HOSPITAL,320 NORTH MAIN STREET,LOCKNEY,TX,79241,"320 N Main St, Floydada, TX 79235",34.127173,-101.441505,FLOYD,8066523373,25
WADLEY REGIONAL MEDICAL CENTER,1000 PINE,TEXARKANA,TX,75501,"904 Texarkana Ave, Texarkana, TX 75501",33.412317,-94.074189,BOWIE,9037988000,241
WARD MEMORIAL HOSPITAL,406 SOUTH GARY STREET,MONAHANS,TX,79756,"406 S Gary Ave, Monahans, TX 79756",31.593861,-102.883271,WARD,4329432511,25
WHITE ROCK MEDICAL CENTER,9440 POPPY DRIVE,DALLAS,TX,75218,"9440 Poppy Dr, Dallas, TX 75218",32.834389,-96.704575,DALLAS,2143246100,179
WILBARGER GENERAL HOSPITAL,920 HILLCREST DRIVE,VERNON,TX,76384,"920 Hillcrest Dr, Vernon, TX 76384",34.159177,-99.313296,WILBARGER,9405529351,28
WILSON N JONES REGIONAL MEDICAL CENTER,500 N HIGHLAND AVE,SHERMAN,TX,75092,"500 N Highland Ave, Sherman, TX 75092",33.637172,-96.623877,GRAYSON,9038704611,172
WINKLER COUNTY MEMORIAL HOSPITAL,821 JEFFEE DRIVE,KERMIT,TX,79745,"821 Jeffee Dr, Kermit, TX 79745",31.849625,-103.09028,WINKLER,4325868299,19
WINNIE COMMUNITY HOSPITAL LLC,538 BROADWAY,WINNIE,TX,77665,"538 Broadway Ave, Winnie, TX 77665",29.820322,-94.376528,CHAMBERS,4092966375,25
WISE HEALTH SURGICAL HOSPITAL,3200 NORTH TARRANT PARKWAY,FORT WORTH,TX,76177,"3200 N Tarrant Pkwy, Fort Worth, TX 76177",32.896975,-97.312848,TARRANT,8175027300,22
WISE HEALTH SURGICAL HOSPITAL,7218 CRAWFORD ROAD,ARGYLE,TX,76226,"7218 Crawford Rd, Argyle, TX 76226",33.132024,-97.204805,DENTON,9402932885,10
WISE HEALTH SYSTEM,609 MEDICAL CENTER DRIVE,DECATUR,TX,76234,"609 Medical Center Dr, Decatur, TX 76234",33.218883,-97.592858,WISE,9406275921,61
WISE HEALTH SYSTEM,2000 SOUTH FM 51,DECATUR,TX,76234,"2000 S FM 51, Decatur, TX 76234",33.217826,-97.597762,WISE,9406264001,16
WOMENS HOSPITAL AT RENAISSANCE,5502 SOUTH MC COLL,EDINBURG,TX,78539,"5502 S McColl Rd, Edinburg, TX 78539",26.252768,-98.202966,HIDALGO,9563625601,24
WOODLAND HEIGHTS MEDICAL CENTER,505 SOUTH JOHN REDDITT DRIVE,LUFKIN,TX,75904,"505 S John Redditt Dr, Lufkin, TX 75904",31.329219,-94.756536,ANGELINA,9366378501,95
WOODLANDS SPECIALTY HOSPITAL LLC,25440 I 45 NORTH,THE WOODLANDS,TX,77386,"25440 I-45, Spring, TX 77386",30.130744,-95.44307,MONTGOMERY,2816028160,6
YOAKUM COMMUNITY HOSPITAL,1200 CARL RAMERT DRIVE,YOAKUM,TX,77995,"1200 Carl Ramert Dr, Yoakum, TX 77995",29.306828,-97.129909,LAVACA,3612932321,20
YOAKUM COUNTY HOSPITAL,412 MUSTANG AVENUE,DENVER CITY,TX,79323,"412 Mustang Ave, Denver City, TX 79323",32.968908,-102.836196,YOAKUM,8065922121,22